,0
0,0.23225195435507928
1,0.09623125928290056
2,0.11543364311730839
3,0.152329225371552
4,0.06506793264251406
5,0.07537147528859112
6,0.0832012600174385
7,0.06599971687134222
8,0.07122068935990995
9,0.0388126078397694
10,0.055608712016055536
11,0.20013030171174073
12,0.07729158788150099
13,0.19654060112517585
14,0.2400963073104379
15,0.1658218287336725
16,0.3754369185176221
17,0.20202762304633395
18,0.06883866800797286
19,0.17138517680881576
20,0.046849896802089196
21,0.036067916513586686
22,0.20113430292089457
23,0.2699755023160662
24,0.43196343970065704
25,0.3667937586989799
26,0.16480107498227978
27,0.2018782830901301
28,0.14679627302723028
29,0.24123629306404737
30,0.15980565663768118
31,0.12564079562194275
32,0.11058164524815348
33,0.18648951896351393
34,0.002234145052004798
35,-0.2799971430288459
36,-0.12662301463420483
37,-0.17815915672043897
38,-0.17236923276362892
39,-0.3519554884983927
40,-0.18615518376718657
41,-0.13800778008896764
42,-0.19080806478842824
43,-0.18869725096715967
44,-0.13725190563470227
45,-0.07169110542071509
46,-0.1671702337461743
47,-0.08521327144639416
48,-0.16563273532950545
49,-0.12163448498780804
50,-0.06558193025134057
51,-0.2487301983993629
52,-0.09846689011090623
53,-0.19607579245945775
54,0.10889540632728256
55,-0.013746894856003288
56,0.085341269518597
57,0.01802509128645129
58,0.15902804907988247
59,0.1659129933000875
60,0.21625348047381576
61,-0.027719555896244693
62,-0.12424839849909435
63,-0.04701162506058512
64,0.03241691655718444
65,0.021688170041971686
66,-0.018652925116371472
67,0.21954544496317055
68,0.1503228439602873
69,0.28924772960502293
70,0.3413435877759126
71,0.20062941938083115
72,0.4539550795531198
73,0.3236908943723694
74,0.42673064186135035
75,0.405114919664388
76,0.22104339666157036
77,0.4190820034037567
78,0.4278593181890796
79,0.2566807043614912
80,0.3818050697242669
81,0.37705601061062205
82,0.4552228107639792
83,-0.2544795942222616
84,0.2765890107473139
85,0.19548624348182164
86,0.47201727628858065
87,-0.11136640750269691
88,0.5618894264833882
89,0.5275746628515581
90,0.4961861599293004
91,0.042975733985492905
92,-0.2115979783392843
93,0.7000467671098537
94,0.45635630005483446
95,-0.30054227293085767
96,0.4786779636101615
97,0.5046826613550106
98,0.041878856375080806
99,0.3642603289830325
100,0.3740734757456704
101,0.31020177833398777
102,0.7242794601227304
103,0.20210738019687746
104,0.6727765721084695
105,0.31721843038476494
106,0.46064709275266563
107,0.026789378495033853
108,0.16540264557406534
109,-0.4543987944786578
110,0.2492571247319248
111,-0.24897537796900263
112,0.4177914892967967
113,0.5147093717681487
114,0.3747475886243621
115,0.34891602265141647
116,0.5317306403704974
117,0.3142548499064319
118,0.3493089751478482
119,0.3095552616987931
120,0.4172241547062583
121,0.43550043869752353
122,0.521720117210966
123,0.4070548145512384
124,0.45540229717747793
125,0.6587366069179903
126,0.6052962011429891
127,0.2985152519295822
128,0.5673624154339055
129,0.5281040765943494
130,0.604383446714108
131,0.6462258693120392
132,0.2337968489576801
133,0.4218337771893099
134,0.4061805299108016
135,-0.28258931636165074
136,0.9397954742657465
137,0.830185072135785
138,0.7501106453365496
139,-0.3246165845458446
140,-0.05698969034699598
141,-0.22945387460551125
142,0.7175570494482559
143,-0.5058199130025137
144,-0.5218929575323916
145,0.9473934049748934
146,0.8262888564240742
147,0.7121667883895918
148,-0.08045133810125701
149,0.3254996023933136
150,-0.1384557903303845
151,-0.05335019840391547
152,0.22049036641302147
153,0.04055982750583746
154,-0.021525524913497057
155,-0.08652885951279854
156,-0.23156143622794895
157,0.10581763011580243
158,-0.02398935984248302
159,0.15504359425993863
160,0.2788797902789444
161,0.07753487046343302
162,0.15772609428086404
163,-0.003051557382032695
164,-0.13039698752967788
165,0.1473993387845703
166,0.007024521750278198
167,-0.017214912271555034
168,0.242465934978588
169,-0.10816687575451384
170,-0.07581189221578294
171,0.03495829613768401
172,-0.04657933994214518
173,0.02649749383185883
174,0.2230890400432292
175,0.21175564762350776
176,0.13334123878701448
177,0.005476598674629245
178,0.31546447359111385
179,0.1935119078805407
180,0.12453681089208837
181,0.07452452342707458
182,0.16559092773854397
183,0.32274065499574195
184,0.13011246222904801
185,0.05192150519625574
186,0.20953246820172575
187,0.08786484317273079
188,0.24747247295422828
189,0.1256617655829803
190,0.18853250796981466
191,0.1566781437741661
192,0.15147232109847372
193,0.20721339665450592
194,0.10314969373409782
195,-0.0023282905692717285
196,0.04312083164493762
197,0.11801674529608955
198,0.07850086077408211
199,0.31671182257477304
200,0.2298345427642941
201,0.1841950915947134
202,0.054985688525783165
203,0.20787233165796698
204,0.025823538335046702
205,0.1866844495492584
206,0.08669998838639778
207,0.09546259534655621
